Partner_Name,Model_Name,Model_ID,Tier,Frequency,Period,Year,KPI,Value,Threshold,Anomaly_Flag,Uploaded_On,Model_Info,Report_Summary
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2021,PSI,0.267,0.25,True,2021-10-18,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.267 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2022,Gini,0.608,0.6,False,2022-07-24,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.608 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,PDO,0.71,0.7,False,2023-02-07,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.710 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2021,PSI,0.285,0.25,True,2021-06-24,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PSI of 0.285 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2021,KS,0.548,0.5,False,2021-11-08,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.548 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2022,PSI,0.267,0.25,True,2022-06-16,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PSI of 0.267 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2021,PSI,0.216,0.25,False,2021-04-10,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PSI of 0.216 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2021,PSI,0.237,0.25,False,2021-10-14,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PSI of 0.237 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2021,AUC,0.738,0.7,False,2021-12-10,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.738 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2021,CSI,0.855,0.88,False,2021-11-11,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards CSI of 0.855 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2023,PDO,0.699,0.7,True,2023-12-14,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.699 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,PSI,0.221,0.25,False,2021-10-18,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PSI of 0.221 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2022,Gini,0.615,0.6,False,2022-09-12,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.615 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2021,PDO,0.726,0.7,False,2021-09-15,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.726 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,KS,0.522,0.5,False,2022-04-22,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.522 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2023,KS,0.471,0.5,True,2023-04-26,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.471 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2021,CSI,0.859,0.88,False,2021-08-28,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.859 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2023,CSI,0.866,0.88,False,2023-11-13,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.866 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2023,Gini,0.647,0.6,False,2023-12-27,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.647 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,PDO,0.68,0.7,True,2022-03-14,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.680 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,KS,0.507,0.5,False,2022-05-08,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.507 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2023,AUC,0.662,0.7,True,2023-12-05,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.662 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,KS,0.517,0.5,False,2023-03-31,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.517 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2023,Gini,0.591,0.6,True,2023-12-08,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.591 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2022,Gini,0.624,0.6,False,2022-11-07,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.624 vs threshold 0.6
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2022,KS,0.478,0.5,True,2022-04-19,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.478 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2023,CSI,0.891,0.88,True,2023-05-15,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.891 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2022,PDO,0.682,0.7,True,2022-11-25,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.682 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2021,AUC,0.708,0.7,False,2021-06-24,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.708 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2022,PSI,0.28,0.25,True,2022-12-15,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.280 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2021,CSI,0.917,0.88,True,2021-09-21,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.917 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2021,PDO,0.679,0.7,True,2021-01-13,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.679 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,CSI,0.841,0.88,False,2023-01-26,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.841 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2023,CSI,0.83,0.88,False,2023-05-01,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.830 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,PSI,0.251,0.25,True,2022-10-14,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.251 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2023,CSI,0.885,0.88,True,2023-08-27,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.885 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,KS,0.468,0.5,True,2022-06-19,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.468 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,PDO,0.682,0.7,True,2023-01-18,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.682 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2021,KS,0.51,0.5,False,2021-04-29,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.510 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2021,PSI,0.265,0.25,True,2021-07-06,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PSI of 0.265 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,AUC,0.687,0.7,True,2021-12-11,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring AUC of 0.687 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2021,PSI,0.207,0.25,False,2021-05-15,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.207 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2022,Gini,0.629,0.6,False,2022-03-10,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.629 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2023,KS,0.541,0.5,False,2023-04-05,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.541 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,KS,0.521,0.5,False,2021-11-12,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.521 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,CSI,0.835,0.88,False,2022-10-29,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.835 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2022,AUC,0.747,0.7,False,2022-03-06,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.747 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2023,KS,0.497,0.5,True,2023-07-30,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.497 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2023,Gini,0.617,0.6,False,2023-11-30,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.617 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,CSI,0.837,0.88,False,2021-12-09,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.837 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,CSI,0.859,0.88,False,2021-12-07,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.859 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2021,CSI,0.884,0.88,True,2021-05-09,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.884 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2023,KS,0.497,0.5,True,2023-04-16,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.497 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2021,CSI,0.89,0.88,True,2021-03-13,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.890 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2022,Gini,0.646,0.6,False,2022-10-22,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.646 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2023,CSI,0.93,0.88,True,2023-06-04,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.930 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2022,AUC,0.655,0.7,True,2022-03-18,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring AUC of 0.655 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2023,Gini,0.613,0.6,False,2023-11-25,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.613 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2023,KS,0.53,0.5,False,2023-05-28,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.530 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,CSI,0.841,0.88,False,2022-04-12,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.841 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2023,CSI,0.865,0.88,False,2023-12-08,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards CSI of 0.865 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2021,PSI,0.243,0.25,False,2021-10-11,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.243 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2022,AUC,0.659,0.7,True,2022-08-22,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring AUC of 0.659 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,PSI,0.21,0.25,False,2022-09-30,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.210 vs threshold 0.25
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2022,CSI,0.871,0.88,False,2022-03-09,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.871 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2022,Gini,0.605,0.6,False,2022-12-21,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.605 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2023,AUC,0.704,0.7,False,2023-01-02,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.704 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2021,KS,0.489,0.5,True,2021-11-17,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.489 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2022,Gini,0.65,0.6,False,2022-11-03,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.650 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,PSI,0.223,0.25,False,2022-08-30,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.223 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2021,PDO,0.677,0.7,True,2021-03-18,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.677 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2023,AUC,0.705,0.7,False,2023-07-20,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.705 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2023,Gini,0.645,0.6,False,2023-02-19,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.645 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2023,PDO,0.665,0.7,True,2023-09-26,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PDO of 0.665 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2023,PDO,0.736,0.7,False,2023-06-13,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.736 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,AUC,0.694,0.7,True,2022-05-23,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards AUC of 0.694 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,PDO,0.663,0.7,True,2022-06-02,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.663 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2023,PDO,0.674,0.7,True,2023-06-05,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.674 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2023,Gini,0.601,0.6,False,2023-11-11,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.601 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,PDO,0.674,0.7,True,2022-05-13,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.674 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2023,Gini,0.57,0.6,True,2023-08-10,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.570 vs threshold 0.6
